City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,sarangani,5.4033,125.4636,28.37,74,69,6.9,PH,1691820576
365,bantogon,6.5333,124.0333,27.15,79,91,2.37,PH,1691820577
366,rakvere,59.3464,26.3558,17.56,65,26,1.43,EE,1691820577
367,mumbwa,-14.9783,27.0619,15.59,54,0,2.21,ZM,1691820577
368,khobar,26.2794,50.2083,39.1,44,0,3.6,SA,1691820577
369,ussel,45.55,2.3167,16.73,84,24,0.84,FR,1691820577
370,flin flon,54.7682,-101.865,12.51,83,99,1.69,CA,1691820577
371,hami,42.8,93.45,39.47,9,34,3.74,CN,1691820577
372,perm,58.0174,56.2855,21.7,56,0,1.0,RU,1691820357
373,port macquarie,-31.4333,152.9167,20.5,43,31,2.66,AU,1691820529
374,taroa,8.7058,171.2275,28.17,80,62,6.62,MH,1691820578
375,ukiah,39.1502,-123.2078,22.94,53,0,0.0,US,1691820483
376,mitsamiouli,-11.3847,43.2844,25.03,68,3,2.01,KM,1691820578
377,okha,53.5739,142.9478,19.43,75,99,3.05,RU,1691820578
378,yulinshi,38.2906,109.7494,31.46,26,0,5.16,CN,1691820578
379,plastun,44.7561,136.2939,20.82,77,81,4.27,RU,1691820578
380,laguna,38.421,-121.4238,24.08,63,0,2.06,US,1691820579
381,yaren,-0.5472,166.916,27.92,77,42,4.52,NR,1691820579
382,mirpur sakro,24.5474,67.6277,30.06,63,97,11.0,PK,1691820579
383,gaigeturi,33.4644,126.3183,28.97,67,13,3.62,KR,1691820579
384,medicine hat,50.0501,-110.6683,18.45,46,23,0.45,CA,1691820449
385,vershino-darasunskiy,52.35,115.5167,20.35,58,82,0.31,RU,1691820579
386,arkhangel'sk,64.5401,40.5433,25.77,56,50,4.55,RU,1691820580
387,eilat,29.5581,34.9482,29.91,54,12,6.17,IL,1691820580
388,las tablas,7.7667,-80.2833,26.21,99,100,2.3,PA,1691820580
389,ma'an,26.9775,110.7211,35.01,48,95,0.76,CN,1691820580
390,berdigestyakh,62.0989,126.6992,20.82,76,100,4.69,RU,1691820580
391,pithora,21.2667,82.5167,31.82,59,99,4.45,IN,1691820581
392,saint-francois,46.4154,3.9054,19.82,94,0,0.0,FR,1691820581
393,huarmey,-10.0681,-78.1522,19.27,85,51,3.08,PE,1691820581
394,dazhou,31.2159,107.5009,30.92,77,78,0.34,CN,1691820581
395,kashgar,39.4547,75.9797,32.85,16,7,2.32,CN,1691820581
396,tarfaya,27.9358,-12.9218,21.98,86,19,4.65,MA,1691820581
397,bermeo,43.4209,-2.7215,20.39,78,87,2.13,ES,1691820582
398,dowlatabad,32.7998,51.6955,27.82,16,0,3.09,IR,1691820582
399,el fasher,13.6279,25.3494,27.41,51,71,2.01,SD,1691820582
400,goz beida,13.95,20.55,25.87,67,96,1.48,TD,1691820582
401,olinda,-8.0089,-34.8553,24.85,78,75,6.17,BR,1691820413
402,al bawiti,28.3492,28.8659,24.91,65,0,6.3,EG,1691820583
403,polovinnoye,54.7914,65.9864,18.0,32,41,7.93,RU,1691820583
404,midvagur,62.0511,-7.1939,11.46,100,100,1.03,FO,1691820583
405,plettenberg bay,-34.0527,23.3716,16.51,67,17,4.85,ZA,1691820444
406,vilyuysk,63.7553,121.6247,18.18,95,100,3.67,RU,1691820584
407,saint-felicien,48.6501,-72.4491,15.38,94,100,4.12,CA,1691820584
408,dubrovnik,42.6481,18.0922,22.8,43,0,6.69,HR,1691820490
409,garachico,28.7781,-17.7646,27.06,37,0,7.2,ES,1691820584
410,mao,39.8885,4.2658,22.31,100,20,2.57,ES,1691820584
411,zaterechnyy,44.7931,45.2097,32.06,39,43,2.16,RU,1691820585
412,aykhal,66.0,111.5,23.31,37,81,7.01,RU,1691820585
413,kindu,-2.95,25.95,24.04,77,46,0.55,CD,1691820585
414,puerto rico,-26.796,-55.024,18.08,99,38,2.05,AR,1691820585
415,khandyga,62.6667,135.6,29.06,25,3,1.44,RU,1691820585
416,sengkang,-4.1279,120.0297,32.34,45,85,4.24,ID,1691820586
417,geraldton,-28.7667,114.6,18.23,82,40,6.17,AU,1691820586
418,vuktyl,63.8567,57.3094,20.61,50,1,0.32,RU,1691820586
419,jerez de la frontera,36.6865,-6.1361,24.3,71,0,1.54,ES,1691820586
420,chernyshevskiy,63.0128,112.4714,24.63,49,87,3.9,RU,1691820586
421,puerto deseado,-47.7503,-65.8938,1.61,75,35,8.57,AR,1691820586
422,palmer,42.1584,-72.3287,17.18,84,0,0.0,US,1691820335
423,kristiansund,63.1115,7.732,13.36,88,75,1.54,NO,1691820587
424,sinabang,2.4803,96.3801,28.51,72,75,1.19,ID,1691820587
425,alto barinas,8.5931,-70.2261,22.29,93,15,1.98,VE,1691820587
426,malakal,9.5334,31.6605,25.82,85,81,1.48,SS,1691820587
427,chingirlau,51.095,54.0814,26.65,28,0,3.23,KZ,1691820587
428,lewistown,40.5992,-77.5714,19.23,94,0,0.0,US,1691820588
429,smithers,54.7804,-127.1743,13.18,94,75,1.03,CA,1691820588
430,sitia,35.2,26.0986,26.66,66,0,10.31,GR,1691820588
431,matadi,-5.8167,13.45,22.99,80,87,1.83,CD,1691820588
432,la paz,-16.5,-68.15,6.99,78,40,2.06,BO,1691820588
433,la'ie,21.6477,-157.9253,26.98,73,1,5.04,US,1691820588
434,tabuk,17.4189,121.4443,33.1,56,9,1.53,PH,1691820589
435,al jawf,29.5,38.75,35.38,12,62,2.52,SA,1691820589
436,solnechnyy,50.7214,136.6319,23.5,67,100,1.81,RU,1691820589
437,hadibu,12.65,54.0333,27.57,71,47,10.38,YE,1691820589
438,syas'stroy,60.1367,32.5691,16.21,92,100,2.63,RU,1691820589
439,pathardi,19.1667,75.1833,27.71,60,52,6.0,IN,1691820589
440,padang,-0.9492,100.3543,30.03,79,34,2.22,ID,1691820589
441,salem,11.65,78.1667,30.11,66,75,3.09,IN,1691820493
442,ulanhot,46.0833,122.0833,24.96,70,87,2.96,CN,1691820590
443,mount airy,36.4993,-80.6073,22.97,83,0,1.79,US,1691820269
444,chapada dos guimaraes,-15.4606,-55.7497,21.81,34,99,1.74,BR,1691820590
445,pimentel,-6.8367,-79.9342,21.16,83,100,5.14,PE,1691820590
446,arteche,12.2645,125.4048,31.66,62,99,1.54,PH,1691820590
447,flying fish cove,-10.4217,105.6791,26.82,73,75,6.69,CX,1691820590
448,monte alegre de minas,-18.8706,-48.8808,22.01,37,49,2.15,BR,1691820590
449,sitka,57.0531,-135.33,14.94,88,100,3.09,US,1691820411
450,sandnessjoen,66.0217,12.6316,12.29,84,85,3.58,NO,1691820591
451,siwa oasis,29.2041,25.5195,26.46,53,0,3.37,EG,1691820591
452,grand falls-windsor,48.9332,-55.6649,16.39,94,83,4.79,CA,1691820591
453,al bardiyah,31.7561,25.0865,25.85,65,0,3.1,LY,1691820591
454,balabac,7.9868,117.0645,30.4,68,35,5.23,PH,1691820591
455,dompu,-8.5356,118.4622,28.73,56,56,1.05,ID,1691820591
456,cardigan,52.0847,-4.6591,16.96,93,79,9.47,GB,1691820592
457,itaocara,-21.6692,-42.0761,20.07,83,0,0.78,BR,1691820592
458,kifri,34.6959,44.9661,43.75,6,0,2.89,IQ,1691820592
459,touros,-5.1989,-35.4608,22.8,84,24,5.24,BR,1691820463
460,fortuna,40.5982,-124.1573,15.37,93,0,0.0,US,1691820592
461,tazacorte,28.629,-17.9293,28.54,37,0,7.2,ES,1691820592
462,camana,-16.6228,-72.7111,16.82,84,79,2.84,PE,1691820592
463,porirua,-41.1333,174.85,10.68,85,51,9.06,NZ,1691820593
464,canmore,51.0834,-115.3521,11.33,100,70,0.54,CA,1691820409
465,porto novo,6.4965,2.6036,23.19,93,90,2.5,BJ,1691820593
466,vernon,50.2581,-119.2691,16.88,63,95,0.99,CA,1691820593
467,ambon,-3.6954,128.1814,26.15,82,62,5.71,ID,1691820593
468,khost,33.3395,69.9204,32.24,39,0,3.23,AF,1691820593
469,constantia,44.1833,28.65,24.38,53,2,6.35,RO,1691820323
470,yeppoon,-23.1333,150.7333,25.88,53,0,4.42,AU,1691820593
471,mantua,45.1667,10.7833,23.58,83,3,0.89,IT,1691820594
472,anqiu,36.4342,119.1925,31.49,62,100,4.25,CN,1691820594
473,joal-fadiout,14.1667,-16.8333,25.94,86,100,4.51,SN,1691820594
474,arta,39.1606,20.9853,26.8,42,7,2.22,GR,1691820566
475,nampula,-15.1165,39.2666,18.97,82,20,4.63,MZ,1691820594
476,deogarh,21.5333,84.7333,33.68,54,91,3.21,IN,1691820594
477,saint-joseph,-21.3667,55.6167,25.26,74,22,1.96,RE,1691820594
478,hojai,26.0,92.8667,27.1,90,100,3.49,IN,1691820595
479,istgah-e rah ahan-e garmsar,35.2346,52.3094,33.39,18,0,3.38,IR,1691820595
480,katsuren-haebaru,26.3369,127.8719,32.21,72,40,1.54,JP,1691820595
481,juneau,58.3019,-134.4197,15.12,94,100,6.69,US,1691820428
482,pendleton,45.6721,-118.7886,24.21,43,0,2.68,US,1691820595
483,beaufort,5.3473,115.7455,33.24,50,53,3.01,MY,1691820595
484,puerto ayacucho,5.6639,-67.6236,24.09,94,85,1.31,VE,1691820595
485,mezhdurechensk,53.6942,88.0603,16.33,94,99,5.23,RU,1691820595
486,sao raimundo das mangabeiras,-7.0219,-45.4811,21.22,44,0,0.25,BR,1691820477
487,isiolo,0.3546,37.5822,22.3,56,10,2.24,KE,1691820596
488,rio gallegos,-51.6226,-69.2181,0.53,80,11,6.03,AR,1691820596
489,cockburn town,21.4612,-71.1419,28.68,84,69,9.25,TC,1691820596
490,xilin hot,43.9667,116.0333,24.67,54,90,4.85,CN,1691820596
491,ondangwa,-17.9167,15.95,15.78,42,4,2.99,NA,1691820596
492,lahad datu,5.0268,118.327,28.67,72,100,2.39,MY,1691820597
493,walvis bay,-22.9575,14.5053,13.94,89,53,0.43,NA,1691820597
494,fort mcmurray,56.7268,-111.381,11.7,97,97,1.74,CA,1691820597
495,bad sachsa,51.595,10.5555,19.04,94,99,0.35,DE,1691820597
496,nova vicosa,-17.8919,-39.3719,21.36,84,26,3.23,BR,1691820597
497,pointe-noire,-4.7761,11.8635,21.13,93,73,3.01,CG,1691820597
498,as sulayyil,20.4607,45.5779,36.92,16,73,3.34,SA,1691820597
499,parkes,-33.1333,148.1833,17.42,43,51,0.89,AU,1691820598
500,rawson,-43.3002,-65.1023,4.48,53,0,9.92,AR,1691820598
501,tangalle,6.024,80.7911,32.09,60,50,7.65,LK,1691820598
502,hushitai,41.9322,123.5114,25.95,97,100,1.64,CN,1691820598
503,nuuk,64.1835,-51.7216,3.34,100,75,1.03,GL,1691820598
504,tozkhurmato,34.8905,44.6299,42.12,7,0,1.12,IQ,1691820598
505,northam,51.0333,-4.2167,17.59,95,42,7.89,GB,1691820599
506,maracacume,-2.0428,-45.9592,21.78,99,15,1.31,BR,1691820599
507,massawa,15.6097,39.45,35.88,44,100,1.37,ER,1691820599
508,qamdo,31.1667,97.2333,16.24,48,89,1.58,CN,1691820599
509,la foa,-21.7108,165.8276,19.64,58,1,5.23,NC,1691820599
510,dolisie,-4.1997,12.6739,20.74,86,34,1.7,CG,1691820599
511,ciudad de armeria,18.9333,-103.9667,26.51,88,39,1.36,MX,1691820599
512,valparaiso,-33.0393,-71.6273,10.8,81,0,1.54,CL,1691820600
513,kontcha,7.9667,12.2333,21.7,97,98,0.54,CM,1691820600
514,venice,27.0998,-82.4543,30.55,87,0,2.06,US,1691820601
515,steinbach,50.1667,8.5667,22.0,84,0,3.09,DE,1691820604
516,upata,8.0086,-62.3989,24.55,87,32,0.93,VE,1691820606
517,copiapo,-27.3667,-70.3333,12.83,48,8,1.25,CL,1691820614
518,arica,-18.475,-70.3042,18.13,77,100,2.57,CL,1691820451
519,madhoganj,27.1167,80.15,36.14,39,65,5.98,IN,1691820616
520,horta,38.5333,-28.6333,21.68,92,81,2.24,PT,1691820619
521,bocas del toro,9.3333,-82.25,22.78,84,97,2.21,PA,1691820619
522,qingzhou,36.6967,118.4797,28.68,77,100,5.32,CN,1691820619
523,howrah,22.5892,88.3103,30.0,84,100,4.12,IN,1691820620
524,namibe,-15.1961,12.1522,16.57,75,1,4.82,AO,1691820620
525,nyurba,63.2842,118.3319,18.29,91,100,2.96,RU,1691820620
526,niamey,13.5137,2.1098,26.47,79,67,2.96,NE,1691820620
527,sirte,31.2089,16.5887,25.53,65,0,1.66,LY,1691820621
528,san antonio de pale,-1.4014,5.6325,23.91,89,100,5.92,GQ,1691820621
529,morehead city,34.7229,-76.726,27.0,86,40,5.14,US,1691820353
530,brigantine,39.4101,-74.3646,23.89,88,0,1.34,US,1691820621
531,belyy yar,53.6039,91.3903,22.94,64,40,2.0,RU,1691820621
532,east london,-33.0153,27.9116,20.93,37,0,3.11,ZA,1691820621
533,gowurdak,37.8124,66.0466,34.1,16,0,3.53,TM,1691820622
534,saint-gaudens,43.0833,0.6667,18.34,69,33,1.05,FR,1691820622
535,palmas,-10.2128,-48.3603,21.93,60,0,1.54,BR,1691820417
536,portland,45.5234,-122.6762,22.04,65,20,4.12,US,1691820491
537,wenchang,30.904,118.4887,36.83,41,63,1.16,CN,1691820622
538,beyneu,45.3167,55.2,33.11,23,0,3.77,KZ,1691820622
539,devanhalli,13.2325,77.6992,29.03,69,40,5.14,IN,1691820622
540,norilsk,69.3535,88.2027,12.46,56,79,3.45,RU,1691820623
541,luuq,3.7938,42.5445,27.0,57,56,8.86,SO,1691820623
542,new norfolk,-42.7826,147.0587,11.51,57,31,3.82,AU,1691820623
543,panaba,21.2833,-88.2667,26.05,88,11,3.09,MX,1691820623
544,yung shue wan,22.2333,114.1167,33.22,72,86,6.58,HK,1691820623
545,tralee,52.2704,-9.7026,15.04,91,93,5.85,IE,1691820623
546,banfora,10.6333,-4.7667,21.83,98,73,1.09,BF,1691820624
547,san andres,12.5847,-81.7006,29.01,84,20,4.12,CO,1691820624
548,suva,-18.1416,178.4415,21.71,73,75,1.54,FJ,1691820624
549,chui,-33.6971,-53.4616,9.4,44,49,7.15,UY,1691820624
550,macia,-25.0269,33.0989,16.9,66,0,1.35,MZ,1691820624
551,saskatoon,52.1168,-106.6345,11.66,87,100,2.24,CA,1691820621
552,akhmet'a,42.0311,45.2075,29.29,31,41,0.95,GE,1691820625
553,labasa,-16.4167,179.3833,21.99,79,100,4.25,FJ,1691820625
554,anshun,26.25,105.9333,25.73,71,100,2.21,CN,1691820625
555,sochi,43.6,39.7303,26.72,81,96,3.39,RU,1691820625
556,tahe,52.3333,124.7333,18.13,98,100,1.85,CN,1691820625
557,vyyezdnoye,55.3815,43.7864,24.55,49,63,5.25,RU,1691820625
558,sungai penuh,-2.0833,101.3833,22.83,86,70,0.83,ID,1691820441
559,margate,51.3813,1.3862,16.28,90,94,1.79,GB,1691820626
560,mitu,1.1983,-70.1733,22.89,98,94,0.85,CO,1691820626
561,kas,36.2018,29.6377,28.97,62,0,1.8,TR,1691820626
562,mejit,10.2753,170.8646,28.39,75,90,6.94,MH,1691820626
563,santa elena de uairen,4.6167,-61.1333,19.77,78,66,1.18,VE,1691820626
564,orapa,-21.2833,25.3667,14.76,56,0,4.32,BW,1691820627
565,den burg,53.0542,4.7972,19.44,95,100,4.12,NL,1691820627
566,prairie du chien,43.0517,-91.1412,19.01,88,0,0.0,US,1691820627
567,abdulino,53.7,53.6667,23.85,34,0,4.15,RU,1691820627
568,rio novo,-21.4575,-43.1253,17.77,73,1,1.17,BR,1691820627
569,taoudenni,22.6783,-3.9836,33.36,35,2,3.68,ML,1691820627
570,karatau,43.1667,70.4667,24.28,37,0,4.69,KZ,1691820628
571,holualoa,19.6228,-155.9522,25.91,89,100,3.6,US,1691820628
572,neiafu,-18.65,-173.9833,22.38,88,100,2.57,TO,1691820628
573,santa vitoria do palmar,-33.5189,-53.3681,9.63,43,51,7.1,BR,1691820628
574,colchani,-20.3,-66.9333,3.32,34,82,1.58,BO,1691820628
575,diboll,31.1871,-94.781,29.37,80,0,3.6,US,1691820628
576,kapuskasing,49.4169,-82.4331,15.05,72,100,4.12,CA,1691820476
577,fernie,49.5,-115.0687,15.11,59,76,1.17,CA,1691820629
578,sosnovka,56.255,51.2842,24.89,45,0,1.05,RU,1691820629
